Farmer No.,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52
284,"14,760",665,0,"16,377","4,011","3,727","31,448","14,513","7,876","15,152","16,549","10,841","6,670","7,005","12,719","18,770","22,662","35,455","73,211","159,380","84,477","40,474","96,719","102,369","100,303","89,519","111,470","145,677","155,752","94,866","97,214","37,383","66,827","17,682","20,913","35,352","35,450","40,466","41,581","41,720","31,508","49,641","28,780",0,0,0,"6,680","56,273","130,830","165,095","97,045","103,568"
285,"78,644","59,840","69,655","59,124","33,572","17,384",0,"24,341","22,249","49,840","40,761","49,242","57,908","71,139","56,771","111,310","128,798","132,830","143,953","127,805","153,056","187,531","210,171","111,871","133,861","136,657","162,916","152,431","149,460","168,935","176,682","162,937","134,687","141,498","92,689","105,885","74,372","31,869","27,918","27,133","19,596","20,506","24,113","8,534","18,738","43,089","61,243","49,270","91,716","83,368","55,785","60,845"
286,"45,235","28,989","23,604","16,860","10,515","9,516","9,759","12,541","7,506","46,744","30,240","23,129","9,869","9,747","15,553","19,998","15,398","16,261","15,866","42,715","30,274","17,167","32,752","24,475","29,725","38,870","46,734","39,999","45,826","28,299","26,236","8,911","12,059","10,908","6,318","7,854",0,"8,189","13,463","39,957","27,267","31,738","18,381",0,0,0,0,"3,838","8,635","11,362","5,933","15,459"
287,"9,230","6,688","7,426","7,154","3,857","4,742","4,255","6,299","4,477","10,541","5,287","5,160","7,622","10,359","14,481","13,785","15,903","12,959","10,234","9,892","13,771","15,932","13,014","11,518","23,036","27,273","26,636","27,533","28,630","28,743","28,548","25,715","24,087","21,996","14,439","11,482","15,716","14,359","11,293","9,581","8,073","11,964","11,990","12,645","8,226",0,"11,596","11,449","13,777","14,456","1,854","10,205"
288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,066","29,743","37,245","33,702","23,879","25,255","15,083","26,601","33,741","26,014","18,763","28,656","34,545","31,947","24,051","26,921","36,066","39,364","28,661","13,666","21,333"
289,"15,316","8,212","7,694","5,284","3,012","5,514","2,860","2,170","2,572","2,521","3,816","2,527","1,733","3,111","5,786","7,179","13,577","11,626","9,343","9,146","11,427","14,731","17,357","17,677","14,875","15,912","19,046","18,029","17,022","12,621","12,247","16,266","19,710","14,461","7,989","7,423","10,928","9,764","15,086","10,427","8,082","7,489","9,961","9,713","7,881","9,730","7,860","3,917","3,307","5,160","2,967","1,950"
290,"19,152","15,852","14,785","14,787","13,935","15,135","15,506","15,715","9,562","25,698","17,840","14,890","15,944","16,319","15,904","15,607","15,381","14,611","10,356","9,727","8,761","8,655","9,164","14,010","9,873","11,360","11,677","13,395","14,073","12,148","10,873","8,423","6,172","5,393","5,025","4,809","4,318","3,893","3,434","6,970","3,765","4,606","5,670","6,010","5,246","3,742","5,754","5,647","5,812","9,143","6,969","9,812"
291,"39,430","29,941","30,612","8,909",0,"4,129",0,"7,451",593,"5,358","3,421","4,282","5,611","5,993","6,225","9,736","10,383","9,746","9,643","8,310","31,373","62,127","51,065","56,038","59,346","65,537","69,498","68,570","68,622","70,128","67,240","60,211","60,383","49,691","34,206","40,328","42,391","35,995","29,595","17,385","16,207","19,030","27,718","18,810","18,051","20,275","28,939","19,409","19,093","20,023","9,434","14,415"
292,0,"2,453","7,225",712,0,0,0,0,0,0,0,0,0,"17,353","44,492","54,838","31,565","34,023","53,986","59,269","68,364","59,312","52,191","58,491","42,252","44,336","42,577","53,721","45,517","46,646","54,176","48,316","49,298","51,833","40,284","49,583","46,057","42,314","53,578","48,953","38,629","35,941","53,728","54,392","52,474","53,567","50,540","50,483","48,698","46,437","37,990","48,714"
293,"8,567","1,552",0,0,0,"12,790","15,118","10,528","5,425","12,107","10,418","11,324","11,555","12,940","12,239","16,002","30,258","112,328","114,930","118,544","13,855","8,905","20,948","10,979","13,717","22,521","11,707","11,744","11,564","7,436","7,939","9,680","21,384","4,992","8,123","7,807","8,773","8,858","9,413","7,259","8,058","2,827","6,864","4,593","1,858",0,0,"9,209","6,267","10,418","4,590","17,713"
294,0,0,"3,732","4,597","5,024","25,948","8,559","11,754","7,053","15,926","12,752","20,200","19,769","17,439","35,978","54,765","43,554","50,681","29,251","42,813","41,954","36,550","45,251","40,211","45,187","56,493","48,129","54,355","50,408","42,405","39,982","24,192","19,876","12,865","12,235","10,412","9,865","21,954","8,578","4,325","6,023","3,599","4,369",436,"4,339","7,535","12,672","4,787",0,0,899,0
295,807,0,0,"1,153","1,367","1,041",884,922,747,"1,556",256,0,0,0,0,0,"1,032","1,263","1,152","1,347","1,475","1,462","4,864",829,"1,469","1,107","1,205","1,226",995,"1,827","2,032","2,018","1,728","1,627","1,880","2,156","2,245","2,553","3,967","3,816","4,428","6,459","5,252","6,664","14,899","11,144","6,117","4,042","5,513","7,516","4,049","6,774"
296,650,"3,113","2,492","1,322",527,"1,016",307,240,109,557,439,0,0,871,585,429,"1,021",238,0,"1,449","1,696","1,642","4,484","2,143","2,490","4,492","3,064","3,312","2,085","1,073","2,397",203,106,155,193,160,234,0,188,404,305,992,"3,096","3,775","4,965","3,723","2,211","1,160",552,"1,687",418,"3,130"
297,"10,348","2,805","2,767","2,504","2,200","3,970","3,564","3,495","1,993","4,388",0,0,445,"5,204","7,712","8,587","7,808","8,925","1,321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,016","3,120","3,426","2,932","4,529","5,995","5,271","3,124","3,997","6,141","7,642","6,900","6,064","4,726"
298,"20,941","16,093","12,679","8,235","5,205","13,622","6,197","9,793","4,953","7,137",0,0,0,"7,522","18,731","21,359","25,963","25,213","17,891","20,527","26,247","27,810","15,807","18,239","16,859","18,649","19,319","17,593","19,795","18,310","16,864","15,331","14,236","9,659","8,901","8,601","9,215","6,109","4,122","1,936",919,"2,709","1,906","1,997","3,960","3,557","2,245",503,"5,473","1,998","1,155","2,583"
299,"5,613","4,843","3,926","3,108","2,807","2,864","2,582",353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,090","5,892","7,738","2,275","6,411"
300,"56,165","40,485","5,177",0,0,0,0,0,0,0,"34,916","34,765","32,255","24,874","32,533","35,267","48,770","43,979","42,653","47,155","42,035","50,354","52,255","82,684","74,752","75,904","98,721","70,343","71,519","40,339","35,352","32,653","36,592","17,354","19,374","20,879","17,446","26,427","31,655","29,071","24,163","18,296","8,680",0,0,0,"1,074","5,961","8,996","6,071","3,499","22,235"
301,"23,557","6,618","7,126","4,678","4,844","5,330","8,769","6,786","4,755","7,161","8,965","7,899","9,703","15,012","16,383","11,715","25,692","23,329","27,917","26,154","28,353","29,915","46,750","36,953","45,120","40,622","52,208","43,869","41,171","38,711","39,532","34,755","32,973","26,293","13,522","15,219","6,957","8,230","10,424","6,821",0,0,0,0,0,0,0,0,0,"4,943","1,008",0
302,"11,474","9,934","5,437","6,756","6,081","7,760",0,0,0,"1,777","2,624","2,610","1,853","2,796","1,683",0,0,"2,578","6,442","7,251","8,105","7,430","9,636","10,565","8,656","9,783","10,801","11,222","10,001","5,624","7,360","5,308","2,430","2,770","3,185","2,878","1,175",0,0,0,354,209,"1,921","1,629",0,"1,395","2,026",542,"1,696","1,799","1,368","1,273"
303,"6,209","4,090","3,729","4,177","3,137","2,726","1,676","2,168",851,"1,899","2,805","3,253","4,149","4,436","4,246","4,259","2,466","3,470","3,119","3,795","3,633","4,921","5,250","5,753","6,543","5,856","6,372","8,299","6,334","5,741","5,465","4,329","3,977","3,529","2,068","2,030","2,674","2,680","1,715","2,871","2,352","3,879","4,633","1,285","7,977","4,573",0,0,"1,078","2,531","1,254","4,155"
304,"3,177","2,090","2,493","1,596","1,230","2,045",0,0,0,"2,480","1,364","1,781","1,852","1,557","2,348","1,768","2,467","2,262","2,880","2,610","3,298","2,688","3,283","2,927","3,189","3,194","3,557","4,142","4,467","4,951","4,970","4,743","5,147","3,876","4,557","3,350","4,167","4,527","4,237","3,324","3,078","3,105","4,228","3,364","4,105","2,229","2,976","2,323","2,245","2,847",720,"2,669"
305,"59,932","41,372","40,505","37,708","39,615","44,696","41,539","45,707","23,117","67,494","42,725","46,197","46,951","47,897","50,190","45,980","44,872","46,971","51,246","51,953","64,372","79,180","78,365","107,087","111,108","118,094","122,975","121,486","107,376","126,759","136,408","128,198","115,575","104,930","73,252","61,469","62,203","47,867","54,218","31,083","25,704","49,080","62,399","51,004","27,159","62,743","81,523","59,746","70,106","71,346","64,116","63,229"
306,0,0,0,0,0,0,0,495,719,0,774,836,0,"4,063","2,400","2,788","5,431","3,746","3,841",0,"12,199","11,520","12,458","7,862","6,775","13,157","40,522","9,067","15,772","14,011","7,556","16,324","7,283",0,"13,630","4,087","5,506",501,593,0,0,0,"7,976","12,253","11,278","12,517","2,138","6,044","7,002",0,0,0
307,106,"3,207","2,465",556,183,0,819,105,202,354,0,121,0,"1,356","3,081","7,067","13,704","28,855","13,788","32,063","64,205","24,609","68,818","128,753","86,836","69,907","115,241","132,776","61,670","7,642","29,620","5,613",0,0,0,"2,369","5,697",0,"1,958",827,0,"1,771","4,087",163,"3,255","3,527","3,980","8,571","11,444","3,842","1,741","5,988"
308,0,0,"3,224","11,972","14,748","5,993","3,336","1,886","1,522","2,671","3,260","2,115","2,713","6,958","4,567","5,930","7,122","19,224","36,293","37,560","44,982","42,573","49,451","49,595","50,891","51,001","51,885","55,033","48,757","48,958","42,840","34,568","24,762","30,138","23,154","25,617","22,265","21,046","21,441","12,064","4,398","9,349","14,553","6,926","2,075",0,334,"4,191","9,976","3,588","1,763","4,121"
309,"5,449","5,124","7,795","11,036","9,834","9,826","13,914","16,222","6,841","23,812","17,825","21,857","22,935","21,697","21,988","23,121","26,001","26,879","26,747","26,214","27,508","26,780","27,219","29,412","28,566","30,217","28,558","29,490","27,559","28,436","26,940","23,509","22,886","20,779","10,688","10,014","5,143","7,997","7,932","6,013","7,426","4,595","4,566","3,933","2,333","1,918","1,819","1,996","1,788","2,910","4,157","2,989"
310,0,121,0,0,0,"3,100",773,"3,727",970,"5,990","9,037","10,298","6,308","6,468","7,673","10,044","8,414","7,085","5,068","4,748","8,246","7,072","11,351","10,848","6,461","6,612","8,136","7,364","6,795","5,659","8,133","7,887","6,554","2,928","1,899","2,750","1,888",84,331,656,757,"2,676","1,641","1,049","1,298",523,566,0,626,902,288,"3,308"
311,"6,546","2,634","2,749",0,"1,033","6,808","7,675","7,086","4,372","7,943","3,334","4,816","2,550","4,323","2,787","3,755",0,0,"4,067","17,051","13,977",0,"15,391","25,089","24,047","24,877","25,368","18,251","23,437","12,923","12,505","27,689","15,947","5,523","16,829","19,138","14,314","14,366","10,133","13,788","9,568","5,362","8,720","8,794","5,714","6,527","7,905","9,431","14,573","16,020","10,328","17,696"
312,"6,523","15,262","15,792","11,862","6,796","12,813","12,205","20,459","9,538","24,446","9,151","9,620","12,430","5,621","19,188","25,795","24,135","24,315","23,458","26,228","43,974","46,673","52,713","67,309","63,182","27,920","48,806","61,590","68,491","60,575","55,498","31,802","9,478",0,"3,591","3,874","8,296","2,545","2,334","10,186","2,937",452,"3,534","2,402",0,0,"2,065","6,617","1,832","8,951","3,406","18,410"
313,"1,543","2,690","1,696","1,603","2,630","10,278","7,625","7,580","1,361","2,733","5,439","9,496","8,133","9,025","17,391","26,611","48,931","36,225","20,863","44,358","30,342","32,540","70,149","58,554","30,902","46,711","26,022","18,392","23,644","14,113","13,043","7,800","1,604",0,0,335,0,494,469,641,235,335,259,880,718,0,0,329,856,585,0,999
314,459,660,"1,554",369,0,0,0,0,0,0,"5,165","2,095","10,878","22,400","26,255","24,261","31,103","44,874","54,300","51,146","54,848","49,276","70,900","87,790","88,590","74,617","88,118","104,463","96,549","103,378","121,476","106,932","96,933","66,800","66,768","32,067","17,586","17,020","27,295","21,873","17,376","35,159","35,539","18,678","15,716","22,571","22,897","11,626","11,256","9,772","4,692","5,350"
315,"16,431","9,844","13,153","3,607",0,"10,400","13,954","32,818","12,448","21,721","28,506","35,942","46,625","54,149","90,848","124,472","127,104","130,106","118,390","143,280","111,916","69,139","50,392","58,686","14,297","43,834","60,761","86,557","71,402","72,438","76,014","47,734","43,408","64,660","14,748","26,440","13,534","10,777","19,415","14,136","3,266","15,064","18,641","9,022","9,701","11,435","6,506","12,903","12,816","11,072","7,208","24,396"
316,0,0,"3,748","2,348","4,441","21,821","10,170","8,969","1,532","4,600","13,754","22,841","5,200","22,329","24,701","32,338","42,750","18,286","31,169","13,800","33,022","18,771","25,720","37,885","52,819","66,476","78,948","91,095","93,019","54,562","48,458","17,484","5,971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,"9,612","33,263","53,126","103,653","47,481","191,133","194,509","80,997","50,294","129,161","172,122","169,170","116,496","171,878","236,797","252,610","317,274","227,267","230,074","251,596","310,322","207,577","425,829","537,823","519,290","431,388","576,725","537,512","489,110","386,535","505,447","363,682","122,751","24,109","38,214","45,793","55,039","45,998","27,583","27,884","27,203","22,021","17,144","20,130","21,185","21,724","19,493","31,897","36,474","39,626","28,187","74,540"
318,"33,125","20,409","19,609","24,410","19,502","22,192","24,354","27,290","14,915","30,820","23,499","24,552","30,796","29,423","28,088","29,248","47,519","33,401","61,382","88,228","77,402","67,495","81,749","95,299","93,233","84,254","84,443","82,514","61,346","43,767","30,263","14,619","17,486","20,195","3,232","10,121","2,952","3,969","8,164","8,631","6,424","6,129","8,597","5,016","4,601","4,269","1,876","1,012",0,0,0,"3,583"
319,"3,090","2,297","2,350","2,340","1,971","2,162","2,061","2,275",794,"2,245","1,378","1,560","2,102","2,142","2,183","2,377","2,550","3,374","4,136","4,573","5,074","5,095","5,573","4,459","3,747","5,244","4,776","4,993","4,794","4,649","3,897","3,638","4,280","4,048","2,935","3,332","3,687","3,323","2,892","3,008","3,154","3,539","2,663","2,298","1,588","1,640","1,545","1,427","1,359","3,285","2,734","4,123"
320,"7,655","6,032","5,270","4,876",0,0,0,"2,522","1,874","4,295","4,208","3,955","3,842","3,071","3,032","3,126","3,517","3,377","4,962","3,843","4,390","3,735","5,178","5,174","5,290","5,161","7,439","6,672","6,797","5,014","6,103","5,342","8,616","7,496","3,243","1,971","1,542","1,369","1,091","1,694","1,442","1,314","1,467","1,676","1,686","1,670","1,270","1,730","1,762","3,780","1,835","2,072"
321,"2,879","6,168","6,863","5,843","2,826","14,813","22,000","26,519","6,993","10,863","8,014","8,370","19,095","28,821","35,661","39,776","44,889","22,938","38,170","17,201","32,468","40,821","185,243","117,370","173,210","231,797","161,168","138,123","144,755","113,489","106,767","40,368",0,0,0,"1,332","3,270","6,912","4,655","3,311","6,470","5,034","7,491",0,835,0,0,"5,831","12,302","7,877",0,"3,858"
322,766,"1,661","2,745","2,162","2,465","1,651","1,571","1,578","1,425","1,470",834,"4,459","2,038","1,952","8,549",653,"2,922","2,742","3,983","10,369","5,077","1,274",0,714,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,"3,048","1,921","2,732"
323,"2,261","1,388","1,244","1,565",506,0,0,0,0,757,"1,537","1,327","2,210","4,603","6,464","8,578","9,769","8,203","5,309","5,268","7,919","6,779","7,842","8,246","8,432","9,101","9,966","9,728","9,077","9,120","9,242","7,107","7,046","7,018","5,565","5,880","4,715","4,415","4,728","4,506","4,033","2,368","2,642","2,934","3,724","2,526","2,865","2,123","2,902","2,231","2,157","2,294"
324,"3,504","9,646","11,006","38,326","36,244","54,114","94,883","65,226","6,731","40,500","41,875","17,327","23,641","25,565","25,788","38,227","48,218","57,377","47,938","70,702","84,301","83,692","166,010","193,761","128,936","108,896","166,093","126,861","79,352","66,600","72,614","65,652","29,565",0,0,"6,370","11,358","14,190","7,862","9,024","4,571","2,845","1,326","4,088","5,383","5,113","6,841","7,677","18,132","11,691","6,252","9,246"
325,"4,920","2,590","2,321","1,999","1,956","1,299",337,0,0,"1,062","7,046","11,481","13,860","16,164","16,535","16,689","15,976","18,718","20,287","31,905","45,340","46,530","44,646","44,371","53,407","60,743","75,801","83,707","85,939","88,925","108,907","80,843","63,014","43,521","30,151","31,429","31,619","32,168","39,588","33,794","27,869","24,581","45,015","33,009","30,889","37,460","39,849","24,103","21,450","23,598","9,291","14,004"
326,"2,928","3,555","4,155","9,873","5,272","1,144","1,822",982,0,654,"13,373","13,391","14,382","13,881","14,410","11,560","14,344","15,291","19,276","21,346","14,295","12,767","13,145","13,248","13,058","11,488","12,745","11,860","13,365","12,200","12,201","10,065","20,137","14,105","8,856","10,466","10,379","8,675","6,108","4,783","4,094","3,686","2,762","3,093","2,440","2,402",168,"1,179","1,170","1,550","1,780","1,277"
327,0,0,"12,939","11,266","11,369","24,513","27,371","29,037","13,715","39,226","25,550","35,858","34,779","41,522","47,100","49,446","28,936","15,594","29,461","19,161","20,666","18,428","21,615","21,391","22,913","22,788","23,159","5,738",0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,0,0,0,0,0,0,0,0,0
